Project_ID,Schedule_Activity_ID,Schedule_WP_ID,Cost_Control_Account_ID,Cost_WP_ID,Cost_Component,Candidate_Component_BAC_USD,PV_Recognition_Method,Evidence_or_Assumption,Mapping_Status,Candidate_Share_of_Cost_WP_Pct,Cost_Ownership_Line_ID,Approval_Status
P01,P01-A7b,P01-WP041,P01-CA04,P01-WP041,SOURCE_WP_SCOPE,1278720,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0011,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A4u,P01-WP041,P01-CA04,P01-WP041,SOURCE_WP_SCOPE,319680,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0012,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A7c,P01-WP041,P01-CA04,P01-WP041,SOURCE_WP_SCOPE,1278720,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0013,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A8,P01-WP041,P01-CA04,P01-WP041,SOURCE_WP_SCOPE,319680,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0014,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A15,P01-WP041,P01-CA04,P01-WP041,SOURCE_WP_SCOPE,639360,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,16.666667,CL0015,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A9,P01-WP042,P01-CA04,P01-WP042,SOURCE_WP_SCOPE,426240,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0016,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A9b,P01-WP042,P01-CA04,P01-WP042,SOURCE_WP_SCOPE,426240,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0017,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A10,P01-WP043,P01-CA04,P01-WP043,SOURCE_WP_SCOPE,639360,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0018,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A11,P01-WP051,P01-CA05,P01-WP051,SOURCE_WP_SCOPE,518000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0019,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A13,P01-WP061,P01-CA06,P01-WP061,SOURCE_WP_SCOPE,144300,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0020,APPROVED_SYNTHETIC_PORTFOLIO
P01,P01-A14,P01-WP062,P01-CA06,P01-WP062,SOURCE_WP_SCOPE,77700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0021,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A1,P02-WP011,P02-CA01,P02-WP011,SOURCE_WP_SCOPE,132000,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0022,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A2,P02-WP012,P02-CA01,P02-WP012,SOURCE_WP_SCOPE,132000,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0023,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A3,P02-WP021,P02-CA02,P02-WP021,SOURCE_WP_SCOPE,277200,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0024,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A4,P02-WP022,P02-CA02,P02-WP022,SOURCE_WP_SCOPE,257400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0025,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A4b,P02-WP022,P02-CA02,P02-WP022,SOURCE_WP_SCOPE,257400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0026,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A5,P02-WP031,P02-CA03,P02-WP031,SOURCE_WP_SCOPE,107800,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0027,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A5b,P02-WP031,P02-CA03,P02-WP031,SOURCE_WP_SCOPE,107800,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0028,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A6,P02-WP032,P02-CA03,P02-WP032,SOURCE_WP_SCOPE,400400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0029,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A6b,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0030,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A7a,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0031,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A8,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0032,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A7b,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,760320,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0033,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A9,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0034,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A7c,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0035,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A7d,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,760320,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0036,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A10,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,190080,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,6.250000,CL0037,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A15b,P02-WP041,P02-CA04,P02-WP041,SOURCE_WP_SCOPE,380160,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,12.500000,CL0038,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A11a,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,221760,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0039,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A6c,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,221760,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0040,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A11b,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,887040,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0041,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A11c,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,221760,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0042,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A11d,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,887040,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0043,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A12,P02-WP042,P02-CA04,P02-WP042,SOURCE_WP_SCOPE,221760,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333333,CL0044,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A13,P02-WP043,P02-CA04,P02-WP043,SOURCE_WP_SCOPE,633600,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0045,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A14,P02-WP051,P02-CA05,P02-WP051,SOURCE_WP_SCOPE,264000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0046,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A15,P02-WP051,P02-CA05,P02-WP051,SOURCE_WP_SCOPE,264000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0047,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A16,P02-WP061,P02-CA06,P02-WP061,SOURCE_WP_SCOPE,171600,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0048,APPROVED_SYNTHETIC_PORTFOLIO
P02,P02-A17,P02-WP062,P02-CA06,P02-WP062,SOURCE_WP_SCOPE,92400,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0049,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A1,P03-WP011,P03-CA01,P03-WP011,SOURCE_WP_SCOPE,274050,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0050,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A2,P03-WP012,P03-CA01,P03-WP012,SOURCE_WP_SCOPE,334950,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0051,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A3,P03-WP021,P03-CA02,P03-WP021,SOURCE_WP_SCOPE,292320,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0052,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A4,P03-WP021,P03-CA02,P03-WP021,SOURCE_WP_SCOPE,292320,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0053,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A2b,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,138040,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.111111,CL0054,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A5,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,414120,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0055,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A6,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,138040,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.111111,CL0056,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A7,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,138040,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.111111,CL0057,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A7b,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,138040,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.111111,CL0058,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A30,P03-WP022,P03-CA02,P03-WP022,SOURCE_WP_SCOPE,276080,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,22.222222,CL0059,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A8,P03-WP031,P03-CA03,P03-WP031,SOURCE_WP_SCOPE,248675,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0060,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A9,P03-WP031,P03-CA03,P03-WP031,SOURCE_WP_SCOPE,248675,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0061,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A9b,P03-WP032,P03-CA03,P03-WP032,SOURCE_WP_SCOPE,461825,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0062,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A10,P03-WP032,P03-CA03,P03-WP032,SOURCE_WP_SCOPE,461825,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0063,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A11,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,434659,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,5.882355,CL0064,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A12,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,1738635,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,23.529408,CL0065,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A13,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,434659,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,5.882355,CL0066,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A14,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,1738635,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,23.529408,CL0067,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A15,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,2173294,QUANTITY_DRIVEN_PROVISIONAL,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,29.411763,CL0068,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A29,P03-WP041,P03-CA04,P03-WP041,SOURCE_WP_SCOPE,869318,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,11.764711,CL0069,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A16,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,355250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,7.142857,CL0070,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A17,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,1421000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,28.571429,CL0071,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A18,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,355250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,7.142857,CL0072,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A19,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,1421000,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,28.571429,CL0073,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A20,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,1065750,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,21.428571,CL0074,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A25,P03-WP042,P03-CA04,P03-WP042,SOURCE_WP_SCOPE,355250,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,7.142857,CL0075,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A21,P03-WP043,P03-CA04,P03-WP043,SOURCE_WP_SCOPE,153942,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,8.333351,CL0076,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A22,P03-WP043,P03-CA04,P03-WP043,SOURCE_WP_SCOPE,615767,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333351,CL0077,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A23,P03-WP043,P03-CA04,P03-WP043,SOURCE_WP_SCOPE,615766,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333297,CL0078,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A24,P03-WP043,P03-CA04,P03-WP043,SOURCE_WP_SCOPE,461825,QUANTITY_OR_WEIGHTED,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000000,CL0079,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A26,P03-WP051,P03-CA05,P03-WP051,SOURCE_WP_SCOPE,446601,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000112,CL0080,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A27,P03-WP051,P03-CA05,P03-WP051,SOURCE_WP_SCOPE,446599,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,49.999888,CL0081,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A31,P03-WP061,P03-CA06,P03-WP061,SOURCE_WP_SCOPE,284200,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,66.666667,CL0082,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A32,P03-WP061,P03-CA06,P03-WP061,SOURCE_WP_SCOPE,142100,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,33.333333,CL0083,APPROVED_SYNTHETIC_PORTFOLIO
P03,P03-A33,P03-WP062,P03-CA06,P03-WP062,SOURCE_WP_SCOPE,182700,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0084,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A1,P04-WP011,P04-CA01,P04-WP011,SOURCE_WP_SCOPE,82500,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0085,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A2,P04-WP012,P04-CA01,P04-WP012,SOURCE_WP_SCOPE,82500,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0086,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A3,P04-WP021,P04-CA02,P04-WP021,SOURCE_WP_SCOPE,134750,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,100.000000,CL0087,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A4,P04-WP022,P04-CA02,P04-WP022,SOURCE_WP_SCOPE,62563,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,25.000200,CL0088,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A4b,P04-WP022,P04-CA02,P04-WP022,SOURCE_WP_SCOPE,62562,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,24.999800,CL0089,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A15,P04-WP022,P04-CA02,P04-WP022,SOURCE_WP_SCOPE,125125,WEIGHTED_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0090,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A5,P04-WP031,P04-CA03,P04-WP031,SOURCE_WP_SCOPE,67375,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0091,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A5b,P04-WP031,P04-CA03,P04-WP031,SOURCE_WP_SCOPE,67375,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0092,APPROVED_SYNTHETIC_PORTFOLIO
P04,P04-A5c,P04-WP032,P04-CA03,P04-WP032,SOURCE_WP_SCOPE,125125,WORKDAY_OR_DELIVERABLE,"Original Phase 3A activity allocation (synthetic), repartitioned when noted",PROPOSED_NOT_APPROVED,50.000000,CL0093,APPROVED_SYNTHETIC_PORTFOLIO
